Title,Name,Part of volume,Physical description,Acquisition,destination,Languages,Authors,Mentions,Party to the Deed,Key Words,Notes,URL
[u'MS. Heb. a. 2/6'],[u'A marriage contract'],[u'MS. Heb. a. 2'],[u'Or\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e vellum \u200e.\u200e '],"[u'Bought through the Rev. G. J. Chester, 1890-1 (from the Genizah).']","[u'6a', u'6b']",[u'Main language: Aramaic.'],[],[],[u'Tiqvah (levi) b. Pera\u1e25iah'],[u'Deeds. Marriage.'],"[u'dated \u2026 Siwan, 1438 Sel.  \u200e=\u200e 1127 A.D. \u200e,\u200e at Fostat \u200e,\u200e the man\u200e\u2019\u200es name is \u05ea\u05e7\u05d5\u05d4 hal-Levi son of \u05de\u05e8\u0307\u05d5\u0307\u05e8\u0307 \u05e4\u05e8\u05d7\u05d9\u05d4 \u200e,\u200e the rest is cut off\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/59f7dc8b-d3e6-4034-bd6b-10fbc0c8b7d6
[u'MS. Heb. a. 2/7'],[u'An Arabic document'],[u'MS. Heb. a. 2'],[u'Or\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e vellum \u200e.\u200e '],"[u'Bought through the Rev. G. J. Chester, 1890-1 (from the Genizah).']","[u'7a', u'7b']",[u'Main language: Judeo-Arabic.'],[],[],"[u""Abu 'l-fadhl Shelah b. Eleazar"", u'Samuel b. Japhet', u'Shelah b. Eleazar']",[u'Deeds. Various. Arabic.'],"[u""cut\u200e,\u200e containing an agreement made in the presence of the \u05d1\u0307\u05d3\u0307\u200e,\u200e between [\u05e9]\u05de\u05d5\u05d0\u05dc son of Japheth \u05d4\u05d7\u05d1\u05e8 \u200e,\u200e and al-Sheikh Abu 'l-Fadhl \u05d0\u05dc\u05e9\u05e8\u05d0\u05d1\u05d9 R. Shelah son of Eleazar haz-Zaqen  about some property at Fostat  \u200e(\u200enames given\u200e)\u200e\u200e,\u200e dated by the Tribunal \u200e(\u200eno names\u200e)\u200e in the second decade of Iyyar, 1414 Sel.  \u200e=\u200e 1103 A.D. ""]",http://genizah.bodleian.ox.ac.uk/profile/manuscript/2a41156e-ad05-4895-82da-0fd0782afed6
[u'MS. Heb. a. 2/8'],[u'A document concerning a sale of property'],[u'MS. Heb. a. 2'],[u'Or\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e vellum \u200e.\u200e '],"[u'Bought through the Rev. G. J. Chester, 1890-1 (from the Genizah).']","[u'8a', u'8b']",[u'Main language: Hebrew.'],[],"[u'Samuel the Nagid (b. Joseph)', u""Abu 'l-faraj"", u""Abu 'l-ma\u02bfani""]","[u'Samuel the Nagid (b. Joseph)', u""Abu 'l-faraj"", u""Abu 'l-ma\u02bfani""]",[u'Deeds. Various. (sale).'],"[u""the parties are Abu 'l-ma\u02bfani  and Abu 'l-faraj \u200e;\u200e drawn up at Fostat \u200e,\u200e in the month of Nisan, 1456 Sel.  \u200e=\u200e 1145 A.D. \u200e,\u200e in the presence of Samuel han-Nagid \u200e.\u200e ""]",http://genizah.bodleian.ox.ac.uk/profile/manuscript/93bc946f-0475-4a40-a6e0-4aa4215f1bd4
[u'MS. Heb. a. 2/9'],"[u'A will, in Arabic']",[u'MS. Heb. a. 2'],[u'Or\u200e.\u200e Rabb\u200e.\u200e char\u200e.\u200e\u200e;\u200e vellum \u200e.\u200e '],"[u'Bought through the Rev. G. J. Chester, 1890-1 (from the Genizah).']","[u'9a', u'9b']",[u'Main language: Judeo-Arabic.'],"[""Abu 'l-fadhl b. Abi l-Barakat (= )""]","[u""Abu 'l-fadhl b. Abi l-Barakat (=\u05d1\u05df \u05d0\u05dc\u05de\u05e7\u05d3\u05e1\u05d9)"", u""Abu 'l-barakat b. Abi 'l-fadhl"", u""Abu 'l-\u1e25asan b. Abi 'l-fadhl"", u'Levi (levi) b. Abraham', u'Sar Shalom hal-levi Gaon', u'Solomon b. Nissim']",[],"[u""Abu 'l-fadhl b. Abi l-Barakat (=\u05d1\u05df \u05d0\u05dc\u05de\u05e7\u05d3\u05e1\u05d9). Will of."", u'Deeds. Wills. Arabic.']","[u'of \u05d0\u05d1\u05d5 \u05d0\u05dc\u05e4\u05e6[\u05dc] \u05d0\u05dc\u05e7\u05d6\u05d0\u05d6 \u05d1\u05df \u05d0\u05dc\u05e9\u05d9\u05da \u05d0\u05d1\u05d5 \u05d0\u05dc\u05d1\u05e8\u05db\u05d0\u05ea \u05d4\u05d9\u05d3\u05d5\u05e2 \u05d1\u05df \u05d0\u05dc\u05de\u05e7\u05d3\u05e1\u05d9  \u200e(\u200ewitnessed by Solomon bar Nisim  and Levi hal-Levi ben R. Abraham \u200e)\u200e bequeathing his property to his two sons\u200e,\u200e \u05d0\u05d1\u05d5 \u05d0\u05dc\u05d1\u05e8\u05db\u05d0\u05ea  and \u05d0\u05d1\u05d5 \u05d0\u05dc\u05d7\u05e1\u05df \u200e;\u200e made at Fostat \u200e,\u200e on Wednesday the 15th of Kislew, 1500 Sel.  \u200e=\u200e 1189 A.D. \u200e,\u200e in the presence \u200e(\u200e\u05e8\u05e9\u05d5\u05ea\u05d9\u05d4\u200e)\u200e of Sar Shalom hal-Levi \u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/ae14a6bf-ff61-4301-8ab4-19faf96c0b55
[u'MS. Heb. a. 3/1'],[u'Letter of recommendation'],[u'MS. Heb. a. 3'],"[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e,\u200e much injured and obliterated\u200e.\u200e ']","[u'From the Genizah, 1896.']","[u'1a', u'1b']",[u'The main language is Hebrew. Other languages included: Aramaic.'],['Baruch b. Isaac'],"[u'Baruch b. Isaac', u'Obadiah hag-ger']",[],"[u'Baruch b. Isaac. Letters.', u'Letters.']","[u'addressed on the verso \u05d4\u05d0\u05d2\u05e8\u05ea \u05d4\u05d6\u05d0\u05ea \u05db\u05ea\u05d1 \u05d0\u05d5\u05ea\u05d4 \u05d1\u05d9\u05d3\u05d5 \u05e8\u05d1\u05d9[\u05e0\u05d5 \u05d1\u05e8\u05d5]\u05da \u05d4\u05e8\u05d1 \u05d4\u05d2\u05d3\u05d5\u05dc \u05d5\u05d4\u05de\u05d5\u05d1\u05d4\u05e7 \u05e0\u05d8\u0307 \u05de\u05e9\u0307 \u05d1\u05df [\u05e8\u05d1\u05d9\u05e0\u05d5 \u05d9\u05e6\u05d7]\u05e7 \u05e0\u0307\u05e2\u0307 \u05d5\u05d9\u05db\u05ea\u05d5\u05d1 \u05d1\u05d9\u05e0\u05d5 \u05d1\u05e8\u05d5\u05da \u05d0\u05ea \u05d4\u05d0\u05d9\u05d2\u05e8\u05ea \u05d4\u05d6\u05d0\u05ea \u05dc\u05d4\u05d9\u05d5\u05ea\u05d4 \u05d1\u05d9\u05d3 \u05e2\u05d1\u05d3\u05d9\u05d4 \u05d4\u05d2\u05e8 \u05d0\u05e6\u05dc \u05db\u05dc \u05e7\u05d4\u05dc\u05d5\u05ea \u05d9\u05e9\u05e8\u05d0\u05dc \u05d0\u05e9\u05e8 \u05d4\u05d5\u05d0 \u05d4\u05d5\u05dc\u05da \u05d0\u05dc\u05d9\u05d4\u05dd \u200e.\u200e ', u'With vowel points\u200e,\u200e some superlinear\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/c5844e03-5c01-4d0f-a2ca-7c2a4425e874
[u'MS. Heb. a. 3/10'],[u'Liturgical'],[u'MS. Heb. a. 3'],[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e.\u200e '],"[u'From the Genizah, 1896.']","[u'10a', u'10b']","[u'The main language is Hebrew. Other languages included: Arabic, Judeo-Arabic.']",['Abraham'],[],[],"[u'Abraham.', u'Letters. Arabic.', u'Liturgy. \u05e4\u05d9\u05d5\u05d8\u05d9\u05dd for various occasions.', u'Solomon b. Judah Gabirol.']","[u'On the verso  is a fragment of an Arabic letter\u200e,\u200e cut\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/cb69b3ef-f2ea-473b-bf93-0746338eb185
[u'MS. Heb. a. 3/11'],[u'Poem'],[u'MS. Heb. a. 3'],"[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e,\u200e injured\u200e.\u200e ']","[u'From the Genizah, 1896.']","[u'11a', u'11b']",[u'Main language: Hebrew.'],[],[],[],[u'Poems.'],"[u'Poem on the appointment of a person\u200e,\u200e not named\u200e,\u200e to office\u200e,\u200e beg\u200e.\u200e \u05d1\u05e9\u05de\u05da \u05e8\u05d7\u05de\u05e0\u05d0. \u05d1\u05e0\u05d5\u05ea \u05d9\u05de\u05d9\u05dd \u05dc\u05db\u05dc \u05e9\u05d0\u05d5\u05df \u05de\u05e2\u05d9\u05d3\u05d9\u05dd \u05ea\u05dc\u05d0\u05d5\u05ea\u05dd \u05d7\u05d3\u05e9\u05d9\u05dd \u05dc... \u200e,\u200e incomplete\u200e.\u200e Verso blank\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/fdc98e46-3b60-4db6-90e2-9113b25e75f3
[u'MS. Heb. a. 3/12'],[u'Seadiah\u2019s Arabic translation of Psalms cxiii. 4 to cxvi. 6'],[u'MS. Heb. a. 3'],[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e.\u200e '],"[u'From the Genizah, 1896.']","[u'12a', u'12b']",[u'Main language: Judeo-Arabic.'],"['Seadiah b. Joseph al-fayyumi, Gaon']",[],[],"[u'Letters. Arabic.', u'Seadiah b. Joseph al-fayyumi, Gaon. Versions, Arabic: Psalms.']","[u'Verso \u200e,\u200e an Arabic letter\u200e,\u200e incomplete\u200e;\u200e no names or date\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/c82339a5-65d9-4428-9d61-05f9ec611035
[u'MS. Heb. a. 3/13'],[u'Letter'],[u'MS. Heb. a. 3'],"[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e,\u200e injured\u200e.\u200e ']","[u'From the Genizah, 1896.']","[u'13a', u'13b']",[u'Main language: Judeo-Arabic.'],['Khuluf b. Musa b. Al-...'],"[u'Khuluf b. Musa b. Al-...', u""Abu 'l-faraj Jeshua b. Isma\u02bfil"", u'Jeshua b. Isma\u02bfil']",[],"[u'Khuluf b. Musa b. Al-.... Letter (Arabic).', u'Letters. Arabic.']",[u'Arabic letter from \u05db\u05dc\u05d5\u05e3 \u05d1\u05df \u05de\u05d5\u05e1\u05d9 \u05d9\u0307\u05e0\u0307 \u05d1\u05df \u05d0\u05dc...  to \u05d0\u05d1\u05d5 \u05d0\u05dc\u05e4\u05e8\u05d2 \u05d9\u05e9\u05d5\u05e2\u05d4 \u05d1\u05df \u05d0[\u05e1\u05de]\u05e2\u05d9\u05dc \u05e0\u0307\u05e2\u0307 \u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/8113ee28-c8d7-407b-b47e-b00475a0445d
[u'MS. Heb. a. 3/14'],[u'Responsa'],[u'MS. Heb. a. 3'],"[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e,\u200e much injured and obliterated\u200e.\u200e ']","[u'From the Genizah, 1896.']","[u'14a', u'14b']",[u'Main language: Hebrew.'],[],[],[],[],[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/df7d2950-69a2-4ea7-8b6c-d70bb15b2bbb
[u'MS. Heb. a. 3/15'],[u'Arabic letter'],[u'MS. Heb. a. 3'],"[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e,\u200e injured\u200e.\u200e ']","[u'From the Genizah, 1896.']","[u'15a', u'15b']",[u'The main language is Judeo-Arabic. Other languages included: Arabic.'],[],"[u'Moses', u'Samuel']",[],[u'Letters. Arabic.'],"[u'beg\u200e.\u200e \u05ea\u05e7\u05d3\u05dd \u05db\u05ea\u05d0\u05d1 \u05dc\u05d7\u05e6\u0307\u05e8\u05d4 \u05d0\u05dc\u05d7\u05d1\u05e8 ... \u05de\u05e9\u05d4 ... \u05e4\u05d9 \u05de\u05e2\u05e0\u05d9 \u05d0\u05dc\u05e9\u05d9\u05da \u05d0\u05dc\u05d7\u05db\u05d9\u05dd ... \u05de\u05e8\u0307\u05d5\u05e8\u0307 \u05e9\u05de\u05d5\u05d0\u05dc \u05d4\u05d6\u05e7\u05df ... \u05e0\u0307\u05e2\u0307 \u200e.\u200e ', u'Verso scribbling\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/4f69640e-a693-434b-bfd1-90e038bb62db
[u'MS. Heb. a. 3/16'],[u'Contract'],[u'MS. Heb. a. 3'],"[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e,\u200e injured\u200e.\u200e ']","[u'From the Genizah, 1896.']","[u'16a', u'16b']",[u'The main language is Judeo-Arabic. Other languages included: Arabic.'],[],[],"[u'Joseph (called \u05d0\u05d1\u05df \u05d0\u05dc\u05dc\u05d1\u05d3\u05d9) b. Berakhoth', u'Joseph b. Pera\u1e25iah, called \u05d1\u05df \u05d0\u05dc\u05d0\u05e2\u05e1\u05e8', u'Pera\u1e25iah b. Nissim']",[u'Deeds. Various.'],"[u'dated 1551 Sel.  \u200e=\u200e 1240 A.D. \u200e,\u200e at Fostat\u200e;\u200e ', u'the parties are \u05d9\u05d5\u05e1\u05e3 \u05d5... \u05d0\u05dc\u05de\u05e2\u05e8\u05d5\u05e4\u05d9\u05df \u05d1\u05d0\u05d1\u05df \u05d0\u05dc\u05dc\u05d1\u05d3\u05d9 \u05d0\u05d5\u05dc\u05d0\u05d3 \u05db\u0307\u05d2\u0307\u05e7\u0307 \u05de\u05e8\u0307\u05d5\u05e8\u0307 \u05d1\u05e8\u05db\u05d5\u05ea ... \u05e0\u0307\u05e2\u0307 \u200e,\u200e and \u05d9\u05d5\u05e1\u05e3 \u05d4\u05e9\u05e8 \u05d1\u05df \u05e4\u05e8\u05d7\u05d9\u05d4 \u05d4\u05e9\u05e8 \u05e0\u0307\u05e2\u0307 \u05d3\u05d9\u05d3\u05d9\u05d9\u05e2 \u05d1\u05df \u05d0\u05dc\u05d0\u05e2\u05e1\u05e8  and \u05e4\u05e8\u05d7\u05d9\u05d4 \u05d1\u05e8 \u05e0\u05e1\u05d9\u05dd \u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/91ec6074-fb93-4d63-a367-ad9f56c7be2b
[u'MS. Heb. a. 3/17'],[u'Arabic letter'],[u'MS. Heb. a. 3'],[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e.\u200e '],"[u'From the Genizah, 1896.']","[u'17a', u'17b']",[u'The main language is Judeo-Arabic. Other languages included: Arabic.'],['Salamah'],"[u'Salamah', u""Abu 'l-faraj \u1e24ayyim b. Bishr"", u'Abu Is\u1e25aq', u'\u1e24ayyim b. Bishr']",[],"[u'Letters. Arabic.', u'Salamah. Letter.']","[u'from \u05e1\u05dc\u05d0\u05de\u05d4 \u05d5\u05dc\u05dc\u05d4 \u05d0\u05dc\u05de\u05e0\u05d4 \u200e,\u200e addressed on the verso \u0627\u0644\u0649 \u062d\u0636\u0631\u0629 \u0645\u0648\u0644\u0627\u064a \u0627\u0644\u0634\u064a\u062e \u0627\u0644\u062c\u0644\u064a\u0644 \u0627\u0628\u0649 \u0627\u0633\u062d\u0642 \u200e;\u200e concerning \u05d0\u05d1\u05d5\u05d0\u05dc\u05e4\u05e8\u05d2 \u05d7\u05d9\u05d9\u05dd \u05d1\u05df \u05d1\u05e9\u05e8 \u200e;\u200e written from Damascus on Monday\u200e,\u200e \u200e5\u200eth of Iyyar\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/5db7a2ce-f5b0-4f87-9873-307037655970
[u'MS. Heb. a. 3/18'],[u'Formulae of letters; rhymed prose; prescription'],[u'MS. Heb. a. 3'],[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e.\u200e '],"[u'From the Genizah, 1896.']","[u'18a', u'18b']",[u'The main language is Hebrew. Other languages included: Judeo-Arabic.'],[],[u'Samuel the Nagid (b. Joseph)'],[],"[u'Formulae of letters.', u'Medical recipes. Arabic.', u'Rhymed prose.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/a3e0325e-ff1a-460a-886f-4abb6aaab42c
[u'MS. Heb. a. 3/19'],[u'Arabic letter; Fragment of liturgy'],[u'MS. Heb. a. 3'],[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e.\u200e '],"[u'From the Genizah, 1896.']","[u'19a', u'19b']",[u'The main language is Judeo-Arabic. Other languages included: Hebrew.'],[],"[u""Abraham b. Abi 'l-\u1e25asan, called \u05d1\u05df \u05e1\u05de\u05da"", u""Zirari b. Abi 'l-faraj, of Tripolis""]",[],"[u'Letters. Arabic.', u'Liturgy. Common prayers.', u'Ritual treatises, and notes. Arabic.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/4d806740-72f3-450e-b717-9af4025f4e93
[u'MS. Heb. a. 3/2'],[u'Letter'],[u'MS. Heb. a. 3'],[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e.\u200e '],"[u'From the Genizah, 1896.']","[u'2a', u'2b']",[u'The main language is Hebrew. Other languages included: Judeo-Arabic.'],['Mebhorakh b. Seadiah'],"[u'Mebhorakh b. Seadiah', u'Abraham of Cairo', u""Abu 'l-\u1e25usain"", u""Abu 'l-ma\u02bfali""]",[],"[u'Letters.', u'Mebhorakh b. Seadiah. Letter.']","[u'acknowledging the receipt\u200e,\u200e by \u05de\u05d1\u05d5\u05e8\u05da \u05d1\u05df \u05e1\u05e2\u05d3\u05d9\u05d4 \u200e,\u200e of an account of a dispute concerning certain property\u200e,\u200e between \u05d0\u05d1\u05d5 \u05d0\u05dc\u05d7\u05e1\u05d9\u05df  and \u05d0\u05d1\u05d5 \u05d0\u05dc\u05de\u05e2\u05d0\u05dc\u05d9 \u200e,\u200e drawn up by R\u200e.\u200e Abraham of Cairo\u200e,\u200e at Fostat\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/f717f566-1b77-487f-9f6b-6483ef848693
[u'MS. Heb. a. 3/20'],[u'Law report'],[u'MS. Heb. a. 3'],"[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e,\u200e injured\u200e.\u200e ']","[u'From the Genizah, 1896.']","[u'20a', u'20b']",[u'Main language: Hebrew.'],[],"[u""Abu 'l-barakat Mebhorakh, al-\u1e25alabi, b. Solomon"", u'Mebhorakh b. Solomon, of Aleppo', u'\u02bfUlah (levi) b. Joseph, of Damascus', u""Ya\u1e25ya (kohen, called Abu 'l-\u1e25usain) b. Samuel, of Baghdad""]","[u""Abu 'l-barakat Mebhorakh, al-\u1e25alabi, b. Solomon"", u'Mebhorakh b. Solomon, of Aleppo', u'\u02bfUlah (levi) b. Joseph, of Damascus', u""Ya\u1e25ya (kohen, called Abu 'l-\u1e25usain) b. Samuel, of Baghdad""]",[u'Deeds. Various.'],"[u'dated Wednesday\u200e,\u200e \u200e1\u200e\u200e2\u200eth Nisan\u200e,\u200e 1409 Sel.  \u200e=\u200e 1098 A.D. \u200e,\u200e at Fostat\u200e.\u200e The parties are \u05d9\u05d7\u05d9\u05d9 \u05d4\u05db\u05d4\u05df \u05d4\u05de\u05db\u05d5\u05e0\u05d4 \u05d0\u05dc\u05e9\u05d9\u05da \u05d0\u05d1\u05d5 \u05d0\u05dc\u05d7\u05e1\u05d9\u05df \u05d1\u05e8 \u05e9\u05de\u05d5\u05d0\u05dc \u05d4\u05db\u05d4\u05df \u05d0\u05dc\u05d1\u05d2\u05d3\u05d0\u05d3\u05d9 \u05e0\u0307\u05e2\u0307  and \u05e2\u05d5\u05dc\u05d4 \u05d4\u05dc\u05d5\u05d9 \u05d1\u05e8 \u05d9\u05d5\u05e1\u05e3 \u05d4\u05d6\u05e7\u05df \u05d4\u05dc\u05d5\u05d9 \u05d0\u05dc\u05d3\u05de\u05e9\u05e7\u05d9 \u05e1\u0307\u05d8\u0307 \u200e,\u200e who had been in partnership with \u05d0\u05dc\u05e9\u05d9\u05da \u05d0\u05d1\u05d5 \u05d0\u05dc\u05d1\u05e8\u05db\u05d0\u05ea \u05de\u05e8\u0307\u05d5\u05e8\u0307 \u05de\u05d1\u05d5\u05e8\u05da \u05d0\u05dc\u05d7\u05dc\u05d1\u05d9 \u05d1\u05e8 \u05e9\u05dc\u05de\u05d4 \u05d4\u05d6\u05e7\u05df \u05e0\u0307\u05e2\u0307 \u200e.\u200e No signatures\u200e.\u200e Verso blank\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/2e2b9860-6ff0-46b0-b602-681379f8bd62
[u'MS. Heb. a. 3/21'],[u'Letter; treatise on sacrifices'],[u'MS. Heb. a. 3'],[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e.\u200e '],"[u'From the Genizah, 1896.']","[u'21a', u'21b']",[u'The main language is Hebrew. Other languages included: Judeo-Arabic.'],['Elhanan b. Shemariah'],[],[],"[u'Elhanan b. Shemariah. Letter.', u'Letters.', u'Sacrifices. Arabic treatises on.']",[],http://genizah.bodleian.ox.ac.uk/profile/manuscript/15dcef0c-2009-4658-9be6-5303b76fbcb0
[u'MS. Heb. a. 3/22'],[u'Complimentary letter to \u05e9\u05dc\u05de\u05d4 \u05d4\u05e9\u05e8'],[u'MS. Heb. a. 3'],[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e.\u200e '],"[u'From the Genizah, 1896.']","[u'22a', u'22b']",[u'The main language is Hebrew. Other languages included: Judeo-Arabic.'],[],[u'Solomon'],[],"[u'Letters.', u'Letters. Arabic.', u'Letters, in rhyme, or poems.', u'Rhymed prose.']",[u'in Hebrew \u200e(\u200erhymed\u200e)\u200e and Arabic\u200e.\u200e Verso blank\u200e.\u200e '],http://genizah.bodleian.ox.ac.uk/profile/manuscript/8671baf4-04f0-4ade-8994-1e2d9a1f45c1
[u'MS. Heb. a. 3/23'],[u'Business letter'],[u'MS. Heb. a. 3'],"[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e,\u200e injured\u200e.\u200e ']","[u'From the Genizah, 1896.']","[u'23a', u'23b']",[u'Main language: Judeo-Arabic.'],"['Isaac (levi) b. Simah, al-nisaburi']","[u'Isaac (levi) b. Sim\u1e25ah, al-nisaburi', u""Abu 'l-\u02bfala \u02bfUlah (levi) b. Joseph, of Damascus"", u""Abu 'l-ma\u02bfali"", u'\u02bfUlah (levi) b. Joseph, of Damascus']",[],"[u'Isaac (levi) b. Sim\u1e25ah, al-nisaburi. Letters.', u'Letters. Arabic.']","[u'Business letter\u200e,\u200e in Arabic\u200e,\u200e from \u05d9\u05e6\u05d7\u05e7 \u05d4\u05dc\u05d5\u05d9 \u05d1\u05e8\u0307 \u05e9\u05de\u05d7\u05d4 \u05d6\u0307\u05e6\u0307\u05dc\u0307 \u05d0\u05dc\u05e0\u05d9\u05e1\u05d0\u05d1\u05d5\u05e8\u05d9 \u05dc\u05e7\u0307\u05d9\u0307  to \u05d0\u05dc\u05e9\u05d9\u05da \u05d0\u05dc\u05d2\u05dc\u05d9\u05dc \u05d0\u05d1\u05d5 \u05d0\u05dc\u05e2\u05dc\u05d0 \u05de\u05e8\u0307 \u05e2\u05d5\u05dc\u05d4 \u05d4\u05dc\u05d5\u05d9 \u05d1\u05e8\u0307 \u05d9\u05d5\u05e1\u05e3 \u05d0\u05dc\u05d3\u05de\u05e9\u05e7\u05d9 \u05d4\u05e0\u05d0\u05de\u05df \u05e8\u05e6\u05d5\u05d9 \u05d4\u05d9\u05e9\u05d9\u05d1\u05d4 ... \u200e;\u200e cf\u200e.\u200e no. 20 \u200e.\u200e He states that he has written to \u05d0\u05d1\u05d5 \u05d0\u05dc\u05de\u05e2\u05d0\u05dc\u05d9  about a consignment of saffron\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/9af3d0af-2e78-4a29-b97d-c510def04ea3
[u'MS. Heb. a. 3/24'],[u'Letter to \u05e9\u05dc\u05de\u05d4 \u05d4\u05e0\u05e9\u05d9\u05d0'],[u'MS. Heb. a. 3'],"[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e,\u200e slightly injured\u200e.\u200e ']","[u'From the Genizah, 1896.']","[u'24a', u'24b']",[u'Main language: Hebrew.'],[],[],[],[u'Letters.'],"[u'dated Tebeth\u200e,\u200e 1548 Sel.  \u200e=\u200e 1237 A.D. \u200e,\u200e at Damascus\u200e,\u200e giving an account of troubles in Egypt\u200e;\u200e cf\u200e.\u200e no. 21 \u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/0d579956-d0df-4d11-acb5-7c79d27c8e72
[u'MS. Heb. a. 3/25'],[u'Kabbalistic liturgy'],[u'MS. Heb. a. 3'],"[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e,\u200e injured\u200e.\u200e ']","[u'From the Genizah, 1896.']","[u'25a', u'25b']",[u'Main language: Hebrew.'],[],[],[],"[u'Liturgy. Various fragments.', u'Qabbalistic treatises or notes.']","[u'beg\u200e.\u200e missing\u200e;\u200e a section beg\u200e.\u200e \u05e2\u05e9\u05d4 \u05e9\u05d0\u05dc\u05ea \u05d5\u05d1\u05e7\u05e9\u05ea\u05d9 \u05d9\u05d9\u05d9 \u05d0\u05dc\u05d4\u05d9 \u05d4\u05e9\u05de\u05d9\u05dd \u05d5\u05d0\u05e8\u05e5 ... \u200e.\u200e ', u'Verso mostly blank\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/9e42ab82-d4f0-4d29-ab58-ee615caa8f06
[u'MS. Heb. a. 3/26'],[u'Report of proceedings before the \u05d1\u05d9\u05ea \u05d3\u05d9\u05df \u05d1\u05de\u05e6\u05e8'],[u'MS. Heb. a. 3'],"[u'Oriental char\u200e.\u200e\u200e;\u200e paper \u200e,\u200e injured and obliterated\u200e.\u200e ']","[u'From the Genizah, 1896.']","[u'26a', u'26b']",[u'Main language: Hebrew.'],[],[],"[u""Abu 'l-faraj Jacob b. Abraham"", u""Jacob (called Abu 'l-faraj) b. Abraham""]",[u'Deeds. Various.'],"[u'dated 1353 Sel \u200e.\u200e \u200e=\u200e 1042 A.D. \u200e,\u200e at Fostat\u200e.\u200e ', u'Plaintiff\u200e,\u200e \u05d9\u05e2\u05e7\u05d1 \u05d4\u05de\u05db\u05d5\u05e0\u05d4 \u05d0\u05d1\u05d5 \u05d0\u05dc\u05e4\u05e8\u05d2 \u05d1\u05e8 \u05de\u0307 \u05d0\u05d1\u05e8[\u05d4\u05dd] \u200e.\u200e ', u'Signatures cut off\u200e.\u200e ']",http://genizah.bodleian.ox.ac.uk/profile/manuscript/2354294d-70d0-4ad6-96f6-4cfc37dfef33
